content,sentiment
"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",sadness
 I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.,sadness
" yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work",sadness
"i'm so sad, because my beloved boy doesn't online, i wait for him everyday..",sadness
 hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.,sadness
"bwarg. can't sleep, tired of drawing.",sadness
"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is...",sadness
 i really wish i could.,sadness
 exactly like that ...in glasgow now ...it's a bgt busier,sadness
Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,sadness
I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui,sadness
has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,sadness
Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...,sadness
lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,sadness
3rd day of pain,sadness
missed out on westcott micro apollo too,sadness
"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me",sadness
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,sadness
" Thts kinda young 4 me, boo.",sadness
Weather is back to being great! Shame I have to wait in for my delivery,sadness
 movie out today but i cant go see it,sadness
 k... i guess i cant help it.... byeee 4eva....  (m really sad),sadness
I hate the &quot;out-of-nowhere&quot; stuff...,sadness
sick n tired of people who steal other people's work,sadness
" daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",sadness
back at work  its too warm to be in here today!!!,sadness
"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!",sadness
its too sunny for work  !!!,sadness
boys and girls lie? awww is santa not real either?,sadness
 that was pretty lame babe,sadness
 Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do,sadness
i miss my daddy,sadness
owww i think i tore something in my leg,sadness
 idkk if il get to see it again,sadness
Bah day is not ending as nicely as it began,sadness
"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget",sadness
 I don't think they sale Ciroc where I stay..Damn..thats just my luck,sadness
 Defeated by a Polo,sadness
" My friend is a massive Beatles fan, and she wasn't impressed",sadness
  what's that? The sun? No sign here,sadness
 i know its heaps awesome. if your not working all weekend,sadness
 A friend uses Logic and I must admit I did like it...but I don't have a Mac,sadness
It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,sadness
  we all know and yes dont remind me im so effin jealous  fuck aust some times,sadness
Is now crying  Omg I am fed up with this pain !!!,sadness
I'm up way to early today!  Work later.,sadness
im really tired.. not much time to sleep,sadness
" there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM",sadness
sad day!!!!! Love you Maï¿½ (8 years ago!),sadness
Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand,sadness
 SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,sadness
... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,sadness
"Fell down the stairs at dancing, sword fell on me and now my bum hurts",sadness
" nope, would be no music",sadness
 DArLiNE!!* miss you,sadness
Why didn't I book today off as well could not be bothered with work the weather is too good to be in here,sadness
 thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,sadness
 just called me a cheeseburglar. He made me sad,sadness
Getting bored sitting at the hotel room the entire day,sadness
can't believe I'm peeling from one and a half days of sunshine,sadness
I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,sadness
Feeling pretty poo today,sadness
I wanna go to the beach...but I have to study,sadness
What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,sadness
On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!,sadness
"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad",sadness
missed the #jonaswebcast,sadness
"At millys having some yummy asian food! Haha. And listening to let go, such a sad song",sadness
my blog is crashing my browser,sadness
My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,sadness
 nowhere babe  ice come to do a few jobs here this morning *sigh*,sadness
 When does it close? I didn't think it'd been running that long? I still haven't had chance to see it!,sadness
" oh yes i sure will, but sad cause i will miss the view at the house am leaving actually",sadness
"#liesboystell Your the only one, I love (they really have several women)",sadness
 just got your TWEETS. that sucks my love,sadness
fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?,sadness
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,sadness
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,sadness
 put me right off my scrambled egg breakfast  #fartingloud,sadness
My assistant had me watch The Notebook. I miss Deborah,sadness
it's official- the Twilight Saga has ended...*sigh*...my life is empty!,sadness
" awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx",sadness
 awww thts no good hun-i'm having the worst day as i'm sick as,sadness
" Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol",sadness
"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.",sadness
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",sadness
 if only  wouldn't have some fiftythousand followers... hugh laurie's just a needle in a haystack now!,sadness
"4th time in 1 month that i'm spending time , for a broken airco this time.... sigh, great with this weekends weather",sadness
Is going to miss Reemer for a couple of months now the tour is over,sadness
 I know but the wait will be worth it - November just seems so far away at the moment  ;),sadness
is now writing 100-word newsbites  ,sadness
" english screwed up my overall percentage in X, in XII again and probably in adm tests too. shit happens.",sadness
low low low low low low low low low.............................,sadness
I'm slowly reallizing how this burn I got at work 5 hours ago really sucks,sadness
" that's lame, sorry",sadness
knee surgery.... back home for about 6 weeks,sadness
 agh mine just left for New York last month!!,sadness
" yep and its freezing, i hate winter  im literally wearing blackets",sadness
My room is too hot to sleep in.,sadness
is way too sleepy to be awake,sadness
I overslept  headache,sadness
 I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.,sadness
 Same here. But I am just going to browse SA until I get bored.,sadness
 &quot;I SAAAAAAID!!&quot; Haha. It kinda makes me sad though.  ,sadness
 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me,sadness
"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",sadness
Guitar lessons tomorrow. ( I have to wake up early again.,sadness
"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up",sadness
I'm so dizzy already and I'm only on the third page of chapter 73  *plops head*,sadness
I'm soooo sleepy  but I'm not a home just yet,sadness
So Tired. It's not right to have to get up so early,sadness
i have a headache,sadness
 and i had our first fight,sadness
"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",sadness
"It's clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",sadness
 I don't know what to say except *hugs*,sadness
10 minutes to boarding; 14 hours to home. no window seat,sadness
 Love it! I wish my other half could even name web design ladies,sadness
"#bigfanfriday 2day, &amp; i go &amp; friggin loose 1, life sucks!!",sadness
 I just wish  would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot,sadness
"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  ",sadness
"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",sadness
"right, so richard marx's right here waiting is really making me feel nauseatingly sad.",sadness
  miss you captain,sadness
" booooo, at least give us what the mantanence is for? we've waited this long, can we have hints clues or full detail pls?",sadness
"ready 4 the weekend! yay me. even though once its over, im the lucky person that gets to work 10 days in a row till i get another one off",sadness
 I heard that you can't make it!!,sadness
"At school, it's so boring",sadness
itï¿½s raining... I hate rain...  going to shop and drink coffee all day.,sadness
 fuck i shouldnt have left!,sadness
hm...still workin on my contract.hmm...i'm feelin awful..,sadness
 it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch,sadness
 they're at the bottom of the thing and aren't moving at all. feels bad man.,sadness
oowww...why do wisdom teeth hurt so much,sadness
" Need a tickettttt  Gah. Ya you've got me on there, reason346.. Haven't listened to dear Elliott for a few weeks...overdue..",sadness
I can't sleep!!  epp someone is awake and it scared the crap outta me!,sadness
beautiful day... and im working  leaving now so i can get some sun though,sadness
 omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here,sadness
I got a new high speed Machine stuffed with latest technology for Development in office but it z crashed now,sadness
 i tried. and failed,sadness
Elena left this morning. Nine months spent living with her and now it'll probably be about 2 years till I see her again. Hmph.,sadness
   We're idiots.  Ok mostly I was skint but hell I could've done something......,sadness
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.,sadness
Happy Grey's day everyone! Oh I miss Grey's!!,sadness
im so hungry and i have nothing to eat,sadness
"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",sadness
 Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,sadness
 I got excited when I thought that exhibit was in Sydney. But it's not,sadness
Just got bullied by Dillah.  HELP!,sadness
dam just finished watching Prison Break: the final break...omg i dont think i've cried so hard for a show..Finally understand the finale,sadness
afaik A LITTLE SAD THAT CROCCOS IS NO LONGER AVAILABLE FOR SALSA WED NIGHTS. BUMMER!!!!IENJOYED GOING THERE WED NIGHTS.,sadness
 Yeah daw. Awww...  Wear a mask na!,sadness
Enjoying the sun with a heavy heart no depeche this weekend  no spending time with the man I love too double gutted,sadness
"has a headache. wants to go out but doesn't think it's worth it, maybe, i don't know",sadness
Is Sitting Alone In A Very Quiet House !,sadness
"I'm up. getting ready for skill. can't wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",sadness
The doggy is sad  cheer up Jessie!,sadness
 Thanks for trying! Done just that and no good  If I can't fathom it I'll take it to Apple Store. Sigh...,sadness
im sick and sad its cold,sadness
"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare.",sadness
Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,sadness
 And it's such glorious weather too - poor you,sadness
Never has a 2pm finish looked so enjoyable. Pity I'm teetotal for another week,sadness
Wide awake and grouchy as fuck.,sadness
i keep coughing my guts up,sadness
 sorry we didn't get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,sadness
 last thursday or yesterday that sucks i missed it  was it at lunch time ox,sadness
 I agree with  it's not worth it - block them &amp; let Twitter police know about harrassment.,sadness
 Miss you in that 70s show!!!!!!,sadness
home alone and no one left me any gummy bears,sadness
Why did I agree to work on this gorgeous day?,sadness
 i can so sympathise with that,sadness
wished didnt spend money last night,sadness
"  - hhaha, now i wanna cry too",sadness
"I don't feel well. I feel like i could throw up, and my throat hurts really bad! Sad day",sadness
"made dentist appointment. 9th of June. feel sick and nervous already  However. Ibprofen, Paracetemol and Codeine are my friends. *sigh*",sadness
Off to work now apparently sun shining not a valid excuse to stay home,sadness
i am living in ignorance  :@,sadness
Not made it to work  couldn't get up feelin blurgh,sadness
Such a nice day today but stuck indoors revising  3 weeks and it is all over!!,sadness
"Loving the weather this weekend, shame i'm back into work tomorrow",sadness
i have the bigggest headache,sadness
awe.. gotta go.. my mom commands me to sleep already..,sadness
Hulu Desktop looks nice but not for my region,sadness
I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me,sadness
Have been rolling on the bed for the past 2 hours ... Still unable to sleep,sadness
I had a bad dream an now i cant go to sleep   KEILIGIRL254,sadness
I can't sleep without him nearby,sadness
 i live in manchester england but still have never been to london,sadness
 I have popcorn and fruitcake now...but it's just not the same as Chocolate,sadness
 when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,sadness
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,sadness
Got three shots today.   I can't lift my arms...,sadness
its too early  i wanna go back to sleeep,sadness
"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me",sadness
" Feel your pain with the hayfever - forgot to take mine yesterday, again.",sadness
Can't believe ER is over,sadness
"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",sadness
 me too! I am down 400 euro,sadness
" good luck. An me waiting that they are online, can't be in #JavaONE this year",sadness
"Dagnamit, latest power twitter update is pants - no clickable links",sadness
"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!",sadness
Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.,sadness
 some people seem to be getting over it pretty quick  and the guys to me didn't seem to care,sadness
My friend went to New York without me and all I got was this picture of her and Will Smith  ,sadness
my head hurts,sadness
 I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him,sadness
Finally. Deleted her number from my phone contacts  #heartbreak,sadness
 ohhh ok. thats upsetting  sorry for wasting your time. xx,sadness
 I am afraid you've had a bit of a #fail as the last two recommendations aren't available in the UK,sadness
 Omg Beckky i love you! you should've won the 250G's  i was rootin for you.. hows things going?,sadness
ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor,sadness
  yeaaaahh.,sadness
 I wish I could go to your melbourne show but my parents won't let me  *cries*,sadness
"I had a dream that I went to Evo fest, but I didn't.",sadness
i m totally confused and bored.. my life must change!!,sadness
 Poor love  Hope you get to relax somehow on the weekend.,sadness
 Morning Lesley...ya making me jealous,sadness
waiting for someone's SMS. it's been weeks and nearly a month  :?,sadness
I wish i could sleep past four a.m. on my nights off  good morning!,sadness
Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,sadness
 Know exactly what you mean  I've lost too many friends. I do feel for you all,sadness
I am such a worthless person. No one i love loves me back the way that they should.,sadness
"  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ...",sadness
i dont like funerals,sadness
So guttered that Ruby got eliminated from NZNTM..  I'm all about supporting the locals. Haha. Hosanna better not win..!,sadness
I miss my wacom. Especially the mouse. Laptop touch pad is horrible,sadness
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,sadness
the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,sadness
" Unfortunately not yet, I am still without licence.",sadness
 can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!,sadness
 i'm in bed sick atm-been sick since yesterday   hru hun?,sadness
 I know!  I can read bt I can't sit outside coz I gota answer the phone,sadness
"   Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today.",sadness
" Hi Shane, that link doesn't seem to work",sadness
I can't get to bed,sadness
rain got so big weather so cold right now,sadness
tonight was a very bad night,sadness
 i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,sadness
 You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers,sadness
 alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking,sadness
 I can't get it to load.  And I wanted everyone to see my &quot;Bette Davis Eyes&quot; remix video today. boooooo,sadness
 oh yes. There was no feasts left,sadness
can't wait to see marco later; not feeling my best,sadness
Dangit! I just got my Kiss Album in and it's the wrong color.,sadness
RIP Robin from the Washington Park library,sadness
  I guess you are not interested !!,sadness
 I know...  it's already been two weeks!,sadness
"School is going to be absolutely horrible today. Peace out, '09",sadness
  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time.,sadness
Driving to work running late like always..... No time for starbucks,sadness
a dog got hit by a car in front of jamies house,sadness
booo Dario let TK get a hair cut,sadness
today has not started out very well,sadness
" girl yes, as if having it where you CANT see it wont gross enough",sadness
Working!!! Still sick,sadness
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won't be here long.,sadness
its my last friday of my high school years!,sadness
Is sick today,sadness
" oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",sadness
 aww i'm sad  i didn't get to go to your going away party!  stupid work!,sadness
About to go to my last theater lunch  im gonna cry.,sadness
"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",sadness
" soooooo wish i could, but im in school and myspace is completely blocked",sadness
 Thank you for the shout out..when you get time to chat with me come back! I miss you terribly,sadness
wow.. tomorrow and then it's over. i'll never see some of those people again. it's kind of sad.,sadness
HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself,sadness
i never get any followfridays,sadness
  I'm sorry. This is all so sad.,sadness
" sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",sadness
 not helping!,sadness
Stuck in office till 5. It's so warm outside,sadness
" I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet",sadness
Oops spent too much already lol 50 quid gone,sadness
"i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... ",sadness
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",sadness
 i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,sadness
Where's  poss   i miss him,sadness
I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same,sadness
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel,sadness
 physics  the most boring class ever!,sadness
" i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",sadness
 that sucks man,sadness
"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",sadness
No more mrs. reilly,sadness
"Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving.  Damn  Mon/fri won't be the same",sadness
Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,sadness
need some Pizza...can't get out of office,sadness
 My pleasure and sorry to hear about the pollen thing,sadness
 LMAO i want him to reply  booooo you  REPLY TO ONE OF US lmfaoooo,sadness
 I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,sadness
Is home from MARCO ISLAND and missing it and my girls already...back to work!,sadness
i only hav 8 followers                 !,sadness
oh...my foot's hurting now. About 5 minutes after I took it out though.,sadness
not feelin so hot,sadness
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",sadness
 but but but. I want steak,sadness
Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,sadness
 No  sadly its not  bit disappointed will try again later see if i change my mind,sadness
i cant hear anything outta my left ear,sadness
At work  oh no it's the first day of monthly visitor ahhhhhh,sadness
Anotha day of work  not lookin forward i hate closin fri,sadness
  i'd give anything to be there. too bad i'm in tennessee.,sadness
this hot day is making me tired,sadness
 Still jealous,sadness
 It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,sadness
My stomach hurts so bad,sadness
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,sadness
 stop that babe u makin me feel very bad now! :/,sadness
Sick kid trumps advance planning.  Bummer,sadness
 ... so I can't charge you by the hour then?,sadness
 nothing  let's stay quiet together. ps: did you cry?,sadness
So effing tired  ,sadness
Only four hours and fifteen minutes until three day packing spree!!! Ugh work,sadness
 you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,sadness
 well that's no way to start the day off !!!,sadness
Jus back after watching Night at a Museum 2......would rate it 5 on 10,sadness
Didn't bring connector for camera on trip...saving new photos will have to wait another week...,sadness
Its so sad,sadness
 we watched the today show(: we didnt see you though,sadness
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,sadness
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3,sadness
I think I may cry. I just sold my 97 civic. Its no longer mine.,sadness
I hate when you cant sleep,sadness
"  Sadly not, no. They're his colleagues and it's a work party",sadness
" I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!",sadness
just got off work.... working night shift at the hospital 12 hrs a day is starting to get to me...,sadness
is really wishing you would just let me go and let me fight this on my own...i'm tired of feeling like shit because of you!!!,sadness
didnt do my devos...  hopefully my day doesnt suck because of it.,sadness
Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me,sadness
 Is the Bee to Busy to talk to his buddy on Yahoo?,sadness
has work to go to.,sadness
Getting into the swing of things. I miss someone,sadness
Ughh none of my apps are working !  phone why do you hate me !,sadness
Work...,sadness
 *sigh* me miss them days !!,sadness
New issue of  in the office...desperately want to flick through but have so much to do. It'll have to wait,sadness
" actually, I wish I was back in Tahoe.  I miss it there.",sadness
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,sadness
 doesnt work already,sadness
 i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue,sadness
"is upset, I left my phone at home again",sadness
 @ the expensive of their workers welfare  other than that they are the shit !,sadness
Checking out Ciege Cagalawan's S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,sadness
"I didn't get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.",sadness
 ask mark if he still has that old blink sense of humor!! i miss it,sadness
going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*,sadness
is exhausted.,sadness
" i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!",sadness
: 3 hrs to go pa ako,sadness
Field day is sad. No ribbons for me.,sadness
 i knowwww.. i cant deal. this 9-5 life is not for me,sadness
 it's depressing,sadness
Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept,sadness
At work... What a miserable day,sadness
I feel like such a failure this morning,sadness
Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via ,sadness
I think i need some new friends,sadness
Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.,sadness
 still sad about Samantha Who?,sadness
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,sadness
looking out window is depressing it is so beautiful out and I am in here,sadness
 Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?,sadness
"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",sadness
might have to go back much earlier than expected. bye bye bay area,sadness
Covering for  its slow today &amp; lonely,sadness
 not in Hobart sorry,sadness
" most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled",sadness
None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.,sadness
" Totally unsurprised that Dave isn't coming back to 10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",sadness
why doesnt he want me anymore,sadness
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.",sadness
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,sadness
 my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame,sadness
I think my computer is sick,sadness
 Shame about your job  have you thought about working for yourself?  there's big money to be paid ,sadness
 I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,sadness
 welcome back! I'm stuck in jury duty today.,sadness
This weather is awful! I just want to curl up and read a book all day,sadness
 Sad to see...despite my being glib about it,sadness
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,sadness
 That sucks about your prints. Sorry,sadness
has the day open until 4. don't know what to do. everyone is leaving today,sadness
Watching Scrubs season 2. Oh I'm gonna miss that show,sadness
Not a happy bunny,sadness
   still no shout out for Spider,sadness
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,sadness
 I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,sadness
Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,sadness
"*sigh* my  USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet",sadness
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,sadness
Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,sadness
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,sadness
Wants to go sit in a park but should really be painting the bathroom,sadness
going to funeral today for friend and classmate who died in a car wreck last Friday,sadness
whenever it rains it's so hard to get motivated,sadness
I wish yesterday was Friday,sadness
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",sadness
"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm",sadness
 :aw,sadness
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,sadness
bored well its not like any one can see this i havent got any friends,sadness
() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,sadness
feels not good at all,sadness
Last day for seniors bye bff,sadness
 i would share mine. but i have no hair,sadness
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr ",sadness
Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @,sadness
"just woke up, its laura's last full day here  Last night we watched embarrassing home movies",sadness
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",sadness
Nothing like yoga to clear the mind and make you realize how crappy things really are,sadness
GAWD!. If only that dream actually happened last night....,sadness
last day working for Tend,sadness
"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",sadness
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,sadness
spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,sadness
gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr,sadness
Just started raining in earnest... guess golf is off for today...,sadness
"pff, Life sucks sometimes!",sadness
 - Hurt my finger at work,sadness
" -   i ahte stress, its supposed to be friday! it makes me wanna cry",sadness
 awww  don't do this to meee haha now you're gonna make me saddd,sadness
You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,sadness
I think my cheap sunglasses are falling apart. Oh well,sadness
getting bored of walking up and down the stairs,sadness
 you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,sadness
"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",sadness
  hugs for the bad day you're having?,sadness
"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",sadness
I'm feeling very alone at the moment   Mh..I'm going to leave now.,sadness
im gonna fail this test miserably in history,sadness
Back to reality... boo,sadness
#asylm yay registered but lost all my friends,sadness
good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!,sadness
All the people I talk to are GONE,sadness
 a jo; tak nic no,sadness
 unfortunately I didn't leave the house in time,sadness
"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list.",sadness
Getting my phone taken away,sadness
My cat has been missing for 2 days. I am freaking out.,sadness
all my worms either escaped or died  bums!,sadness
Dam only 5 votes  not gonna win anything now,sadness
I'm sick!  it sucks! IM me! ohbabayy33,sadness
Just Finished My English Final...Just One Step Closer To The End.,sadness
"My leg broke, now I am waiting untile i can go again",sadness
 there's a 9 year waiting list to get an appointment.,sadness
Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,sadness
should not have waled past the Quad! I want to be outside having fun.,sadness
 that was the class I was keen on. Guess I have to wait for next summer. bummer.,sadness
